Name;address;Ville;CP;telephone;site
 Restaurant  du  port ; Lieu  CHEF  Lieu ;74500;MEILLERIE; 04  50  76  11  79 ;www.restaurantduport.fr
 Le  Fournil  D'Or ; 21  Grande  Rue ;74300;CLUSES; 09  72  86  69  36 ;None
 Dalkiran  Sirri ; 281  rte  Aix  les  Bains ;74540; SAINT  FÉLIX ; 09  73  16  89  42 ;None
 Creperie  du  Thion ; 9  quai  Ile ;74000;ANNECY; 04  50  45  54  09 ;None
 Le  Majestic ; 1  av  Petit  Port ;74000;ANNECY; 04  50  01  34  76 ;None
 La  Cabane  des  Praz  SAS  Birdie ; 23  rte  Golf ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  23  27 ;http://www.restaurant-cabane.com
 Tête  de  Cochon ; 7  r  Ste  Claire ;74000;ANNECY; 06  27  16  77  91 ;facebook.com/pg/Tête-De-Cochon-177866276050249/about/?ref=page_internal
 Bar  Le  Fantastique ; 169  prom  Festival ;74110;MORZINE; 04  50  74  09  15 ;http://www.cafelefantastic.com
 Coin  Savoyard ; 300  rte  de  la  Cry ;74920;COMBLOUX; 04  50  58  60  27 ;www.coin-savoyard.com
 Le  Glacon ; 80  rte  Tissières ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  15  84 ;www.les2glaciers.com
 Bar  La  Floria ; Bar  La  Floria  1340  rte  Envers  du  Chinaillon ;74450; LE  GRAND  BORNAND ; 04  50  27  08  50 ;http://www.bar-floria.fr
 RESTAURANT  LES  ANCELLES ; lieu-dit  Brochaux ;74110;MONTRIOND; 04  50  74  16  90 ;None
 Le  Tyrol  LE  SABAUDIA ; 440  rte  Front  de  Neige ;74260; LES  GETS ; 04  50  79  70  55 ;www.facebook.com
 Café  de  la  Marine  EASY  2  RIDE ; r  Port ;74140;YVOIRE; 04  50  72  87  82 ;http://www.easy2ride.fr/restaurant
 Téléphérique  Pointe  de  Nyon ; Gare  rte  Téléphérique  de  Nyon ;74110;MORZINE; 04  50  79  13  23 ;www.lapointedenyon.com
 La  Table  des  Cochers ; 500  rte  Plaine ;74120;MEGÈVE; 04  50  47  37  30 ;http://megeve.com/noesit/!/fiche/la-table-des-cochers-90339
 Les  Tartines  De  Martine  LA  MAISON  GOURMANDE  DE  MARTINE ; av  Cognacq  Jay ;74340;SAMOËNS; 04  57  44  50  16 ;facebook.com
 La  Table  Savoyarde ; 211  rte  Linga ;74390;CHÂTEL; 04  50  81  37  50 ;None
 AU  BORD  DU  THIOU ; 4  pl  Saint  François  de  Sales ;74000;ANNECY; 04  50  45  54  09 ;None
 Fleur  De  Riz ; 12  r  Granges ;74200; THONON  LES  BAINS ; 04  50  81  91  07 ;http://www.fleurderiz.com
 RESTAURANT  LES  TRAPPEURS ; 9  rte  Megève ;74120; PRAZ  SUR  ARLY ; 04  50  21  90  31 ;www.facebook.com
 Le  New  Club ; 27  r  Granges ;74200; THONON  LES  BAINS ; 04  50  81  66  79 ;None
 Modrzejeska  Ewa ; 53  chem  Chalere ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  98  21  93 ;None
 Auberge  de  Létraz ; 921  rte  Albertville ;74320;SEVRIER; 04  50  52  40  36 ;http://www.blackbasshotel-annecy.com/
 Camping  L'Idéal ; 715  rte  Chaparon ;74210;LATHUILE; 04  50  23  75  28 ;http://www.campingideal.com/fr
 Ima  Pizza ; 20  Grande  Rue ;74160; SAINT  JULIEN  EN  GENEVOIS ; 04  50  38  11  07 ;None
 La  Porte  Sainte  Claire ; 1  fbg  Ste  Claire ;74000;ANNECY; 04  50  51  20  91 ;http://www.porte-sainte-claire.com
Kumo; 14  av  Mandallaz ;74000;ANNECY; 04  50  52  99  30 ;None
 Hôtel  Les  Cornettes ; Départementale  22  Chef  Lieu ;74360; LA  CHAPELLE  D'ABONDANCE ; 04  50  73  51  23 ;http://www.lescornettes.com
 Les  Habères ; village  Haberes ;74420; HABÈRE  POCHE ; 04  50  39  55  70 ;None
 Bc  Annecy ; 8  fbg  Ste  Claire ;74000;ANNECY; 04  38  80  28  34 ;None
 Hotel  Restaurant  Le  Ferraillon ;Richebourg;74360;ABONDANCE; 04  50  73  07  75 ;http://www.hotelleferraillon.com
 La  Maison  du  Burger  Mid'Night ; 23  r  Doct  Paccard ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  44  10 ;www.facebook.com
 Pronto  74 ; 8  chem  Drebines ;74200; THONON  LES  BAINS ; 04  50  73  75  45 ;None
 Vince  bar ; 90  chem  Fins ;74000;ANNECY; 04  50  57  56  02 ;None
Pizza'cro;THIEZE;74500;FÉTERNES; 06  76  34  64  24 ;None
 Restaurant  Les  Portes  du  Soleil ; gare  Téléphérique  Pleney  pl  Téléphérique ;74110;MORZINE; 04  50  79  24  78 ;restaurant-portesdusoleil.com
 Le  Baccara ; Casino  d'Evian  quai  Baron  de  Blonay ;74500;EVIAN-LES-BAINS; 04  50  26  87  07 ;www.casino-evian.com
JAIPUR.RAJASTHAN; Ens  Pizzeria  100  av  St  Martin ;74700;SALLANCHES; 04  50  18  76  78 ;None
 Le  Spot ; 66  pl  Fruitière ;74310; LES  HOUCHES ; 04  50  54  46  76 ;None
 Pizzas  Félicita ; 225  rte  Montet ;74500;LARRINGES; 04  50  73  52  21 ;http://pizza-felicita.over-blog.com
 Brasserie  Le  Tramway ; 571  r  Mont  Lachat ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  78  09  78 ;None
 Bar  Restaurant  Chez  Jojo ; 1  pl  Etale ;74960; CRAN  GEVRIER ; 04  56  71  86  96 ;None
 La  Yaute  Gourmande ; 722  rte  Flagy ;74570;GROISY; 06  50  66  43  48 ;None
 Eroglu  Cihangir ; 3  pl  Galatin ;74910;SEYSSEL; 04  50  59  98  24 ;None
 Concept  Traiteur ; 757  rte  Nationale ;74380; ARTHAZ  PONT  NOTRE  DAME ; 06  23  00  07  19 ;http://www.concept-traiteur.fr
 S.E.R.A.C.  (Société  d'Exploitation  Restaurants  d'Altitude  de  Chamonix) ; 65  chem  Glacière ;74400;ARGENTIÈRE; 04  50  53  61  09 ;www.restaurants-altitude.com
 Le  Cairn ; 14  r  Poste ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  78  25  47 ;facebook.com
 Le  Chalet  Alpin  du  Tour ; Le  Tour  205  chem  Rocher  Nay ;74400; CHAMONIX  MONT  BLANC ; 04  50  54  04  16 ;http://chaletdutour.ffcam.fr
 Mougel  Christophe ; 19  chem  Villard ;74450; LE  GRAND  BORNAND ; 04  50  63  21  12 ;None
 Marie-Ange  Veyrat ; 4910  rte  Col  de  la  Croix  Fry  Lieu  dit  Pre  Jean ;74230;MANIGOD; 04  50  44  90  16 ;www.hotelchaletcroixfry.com
 Creperie  le  Duche ; 118  rte  Linga ;74390;CHÂTEL; 04  50  71  75  26 ;None
 Le  Bosphore ; 32  r  Granges ;74200; THONON  LES  BAINS ; 04  50  26  17  99 ;www.facebook.com
 La  Bougnetterie  du  Mont-Blanc  Restaurant  Lou  Pachran  X  POINT ; Plaine  Joux  290  chem  Parchets ;74310;PASSY; 04  50  58  82  47 ;http://www.sallanches.com/les-plus-restaurant-lou-pachran-ot162118-s777.aspx
 Framboise  et  Ciboulette ; r  jardins ;74140;YVOIRE; 06  16  28  72  48 ;None
 Bar  Le  Platane ; 16  rte  France ;74140; VEIGY  FONCENEX ; 04  50  94  99  43 ;None
L'Orientalis; 49  quai  Paul  Léger ;74500; EVIAN  LES  BAINS ; 04  50  92  44  82 ;None
 Hôtel  Le  Christania ; Imm  Christiana  Hirmentaz ;74470;BELLEVAUX; 04  50  73  70  77 ;http://www.hotel-christania.com
 Spice  Garden ; 102  r  Bourg ;74110;MORZINE; 04  50  37  70  57 ;None
 La  Croisière ; 5  qu  Charles  Albert  Besson ;74500; EVIAN  LES  BAINS ; 04  50  75  56  94 ;None
 Résidence  Hôtelière  Les  Châtaigniers ; 146  rte  Lornard ;74410; SAINT  JORIOZ ; 04  50  68  63  29 ;www.chataigniers.com
 Restaurant  Le  Petit  Coq ; Chef  Lieu  rte  Grandes  Alpes ;74430; SAINT  JEAN  D'AULPS ; 04  50  79  66  79 ;None
 Camping  International  Lac  Annecy ; 1184  rte  Albertville ;74410; SAINT  JORIOZ ; 04  50  68  67  93 ;http://www.camping-lac-annecy.com
 Presto  Pizza ; 16  av  Jules  Ferry ;74100;ANNEMASSE; 04  50  75  27  52 ;None
 Mezze  &  Co ; 128  imp  Commerce ;74160;NEYDENS; 06  67  76  07  32 ;http://www.mezzeco.com
 The  Roster ; 2  r  Jean  Mermoz ;74000; ANNECY  LE  VIEUX ; 09  83  88  63  13 ;http://www.theroster.fr
 Brasserie  L'Albigny ; 15  r  Centrale ;74000; ANNECY  LE  VIEUX ; 04  50  09  94  62 ;www.facebook.com
 La  Symphonie ;Bossonnet;74220; LA  CLUSAZ ; 04  50  32  68  00 ;None
 Restaurant  Le  Dragon  D'Or  sarl  fuyon ; 247  av  Aiguille  du  Midi ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  37  25 ;None
 Bistrot  Des  Sports ; 182  r  Joseph  Vallot ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  00  46 ;None
 Restaurant  Traiteur  Des  Gourmands ; 130  av  Leman ;74890; BONS  EN  CHABLAIS ; 04  50  82  85  71 ;www.facebook.com
 La  Yourte ; 9  montée  Calvaire ;74120;MEGÈVE; 04  50  53  54  15 ;www.facebook.com
 La  Pente  a  Jules ; rte  Flaine,  La  Poya ;74300;MAGLAND; 04  50  90  87  42 ;www.lapenteajules.com
Tacos-Food; 114  r  Genève ;74240;GAILLARD; 09  52  67  66  86 ;None
 La  Bergerie  de  Planpraz ; terrasses  Plampraz  Le  Brévent ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  05  42 ;www.restaurants-altitude.com
Famy; 8  r  Pré  Bénévix ;74300;CLUSES; 09  67  74  11  86 ;None
 Eat'Aliano  Chapizza  By  La  Royale ; Che  Grand  Clos  Ccal  Auchan  centre  cial  Grand  Epagny,  Epagny ;74330; EPAGNY  METZ  TESSY ; 04  50  22  94  58 ;http://www.bylaroyale.fr
 Neige  Et  Roc ; 255  rte  Taninges ;74340;SAMOËNS; 04  50  34  40  72 ;http://www.neigeetroc.com/fr/restaurant-et-bar.html
 La  Bournerie ; Le  Chinaillon  111  imp  Clut ;74450; LE  GRAND  BORNAND ; 04  50  27  00  28 ;https://www.labournerie.com
 Le  Telemar'K ; Chef  Lieu ;74360;ABONDANCE; 04  50  73  02  24 ;None
 L'Alexie  by  Garden  Cooking ; 36  av  Chambéry ;74000;ANNECY; 04  50  02  83  80 ;None
 ALBERTINE  CAFE ; 8  pl  8  Mai  1945 ;74500;PUBLIER; 04  50  70  82  65 ;None
 FLAMY  S  CAFE  JESSYL  SARL ; imm  Le  Cypierre  9  rd-pt  Crusaz ;74110;MORZINE; 04  58  66  11  36 ;None
 The  Office  Bar ; 274  r  Charlet  Straton ;74400; CHAMONIX  MONT  BLANC ; 04  50  54  15  46 ;None
 Domino's  Pizza  Annecy ; 24  av  Chambéry ;74000;ANNECY; 04  50  45  04  50 ;www.dominos.fr
 Bar  du  Château ; 13  cours  République ;74240;GAILLARD; 04  50  39  79  63 ;www.facebook.com/BarDuChateau
 Radhouane  Saïd ; 9  r  Montpellaz ;74150;RUMILLY; 04  50  27  20  64 ;www.facebook.com
 Restaurant  la  clé  des  Annes  PERRILLAT  COLLOMB  SYLVIE ; 4597  rte  Col  des  Annes ;74450; LE  GRAND  BORNAND ; 04  50  27  01  20 ;None
Veryfood; 2  r  Hauteville ;74150;RUMILLY; 09  50  38  29  09 ;None
 L  'AVALANCHE ; Terche  La  Bray  imp  Granges ;74430; SAINT  JEAN  D'AULPS ; 04  50  74  00  09 ;http://levelobre.fr
L'Esquisse; 21  r  Royale ;74000;ANNECY; 04  50  44  80  59 ;http://www.esquisse-annecy.fr
 Sushi  Express ; 2  pl  Ste  Claire ;74000;ANNECY; 0  811  62  60  00 ;http://www.sushi-express.eu
 Le  Café  Woody ; 1117  chem  Encraty ;74920; DEMI  QUARTIER ; 04  50  98  09  80 ;http://www.cafewoody.com
 KITCH  INN  SARL ; 77  pl  Fruitière ;74310; LES  HOUCHES ; 04  50  34  41  74 ;None
 Restaurant  le  Clin  d'Oeil  SARL  DUBARRY ; 63  rte  Plan ;74110;MORZINE; 04  50  79  03  10 ;http://www.restaurant-leclin.com
 Le  Florilège ; 45  rte  Eglise ;74410; SAINT  JORIOZ ; 04  50  60  80  78 ;http://leflorilege.lafourchette.rest
 LA  FERME  DE  LUCIEN ; rte  Sarzin ;74270;SALLENÔVES; 04  50  51  22  71 ;http://ferme-de-lucien.fr
 Yatta!  Ramen ; 19  r  Sansy ;74000;SEYNOD; 04  56  34  98  28 ;http://www.yatta-ramen.com/
 Pernollet  Et  Co ; 2  imp  Roses ;74200; THONON  LES  BAINS ; 04  50  71  20  57 ;None
L'ours; 620  av  Italie ;74300;CLUSES; 04  50  98  78  35 ;http://restaurantlours74.wixsite.com/lours
Bozok; 10  r  Grand  Pont ;74270;FRANGY; 04  50  44  97  41 ;None
 Bouvier  Jacqueline ; 4963  rte  Plaine  Joux ;74250;BOGÈVE; 04  50  36  15  60 ;None
 Restaurant  L'Etable ; 2  rte  Communailles ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  93  10  93 ;None
 Comfort  Hotel  Annemasse  Genève ; 3  r  Gaspard  Monge ;74100;ANNEMASSE; 04  50  95  53  55 ;www.comforthotelannemasse.com
 Le  Farcemnent  des  Grand  Pres ; che  Prés ;74170; SAINT  GERVAIS  LES  BAINS ; 06  19  17  03  65 ;None
 Restaurant  Le  Verniaz ; 1417  av  Neuvecelle ;74500; EVIAN  LES  BAINS ; 04  50  75  04  90 ;http://www.verniaz.com/fr/restaurant
 Le  Savana ; Casino  d'Evian  quai  Baron  de  Blonay ;74500;EVIAN-LES-BAINS; 04  50  26  87  87 ;www.casino-evian.com
 Buffalo  Grill  Restaurant ; rn  5  219  rte  Crêt  Gojon ;74200;MARGENCEL; 04  50  72  54  95 ;http://restaurant.buffalo-grill.fr/261577-buffalo-grill-thonon-les-bains-margencel
 Bar  Restaurant  Le  Tarot ; 330  r  la  Fontaine ;74800;AMANCY; 04  50  03  25  41 ;www.facebook.com
Sevestre; 1692  rte  Communailles ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  93  12  76 ;None
 Hôtel  Mercure  Annecy  Sud ; 76  av  Aix  les  Bains ;74600;SEYNOD; 04  50  52  09  66 ;http://www.mercure.com/gb/hotel-0340-mercure-annecy-sud-hotel/index.shtml
 New  Asian  SARL ; 13  r  Esserts ;74100; VILLE  LA  GRAND ; 04  50  39  65  08 ;www.facebook.com
 Snack  Elbaraka ; 703  av  Georges  Clemenceau ;74300;CLUSES; 04  56  12  78  67 ;www.facebook.com/Snack-Elbaraka-Cluses-723604721182497
 Mon  P'tit  Resto ; 2002  rte  Grandes  Alpes ;74430; SAINT  JEAN  D'AULPS ; 06  24  46  61  39 ;www.facebook.com
 Résid.Hôtel  Rent ; 531  rte  Nationale ;74120;MEGÈVE; 04  50  91  19  19 ;http://www.hotelmegeve.com
 La  Maison  Des  Bois  -  Marc  Veyrat ; Col  de  la  Croix  Fry ;74230;MANIGOD; 04  50  60  00  00 ;http://www.marcveyrat.fr/fr/hotel.html
 La  Playa ; 68  r  Pêcheurs ;74500;MEILLERIE; 04  50  26  31  16 ;www.facebook.com
 Restaurant  La  Cheminée ; Chalet  Les  Lutins  chem  Crêt ;74390;CHÂTEL; 04  50  17  36  25 ;http://www.restaurant-lacheminee.com
 Blue  Bay ; 23  r  Michelstadt ;74150;RUMILLY; 04  50  23  30  67 ;http://bluebayrestaurant.eatbu.com/?lang=fr
 Topp  Reiner ; Mais  De  Terre  125  imp  Bruet ;74150;VERSONNEX; 06  42  22  98  73 ;http://www.toppizz.fr
 PEGUET  CELINE ; 44  r  Verdaine ;74140;EXCENEVEX; 06  33  29  76  19 ;None
 Pizza  Napo ; 2  rte  Annecy ;74160;PRÉSILLY; 04  50  37  24  39 ;http://pizza-napo.com
L'Héliantis; 621  rte  Vallée  du  Bouchet ;74450; LE  GRAND  BORNAND ; 04  50  02  29  87 ;http://www.restaurant-heliantis.fr
 Be  Burger ; 1  av  Prélevet ;74960; CRAN  GEVRIER ; 04  50  01  04  00 ;None
 La  Dîme ; r  Eglise ;74140;YVOIRE; 04  50  72  89  87 ;http://www.yvoiretourism.com/chapitre3
 The  Draft ; 121  rte  Patinoire ;74400; CHAMONIX  MONT  BLANC ; 09  51  34  31  11 ;None
 Hôtel  Le  Petit  Dru ; 289  rte  putheys ;74110;MORZINE; 04  50  75  77  33 ;http://www.lepetitdru.com
 La  Brasserie  Gourmande  LBG ; Technosite  Altea  985  rte  Bois  Enclos ;74100;JUVIGNY; 04  50  49  94  03 ;http://www.lbg-brasserie.com
 Restaurant  Blaza  et  Nath ; 1  r  Chablais ;74200; THONON  LES  BAINS ; 04  50  76  74  28 ;http://www.nathetblaja.com
 Restaurant  De  La  Place ; 1  r  Louis  Martel ;74160; SAINT  JULIEN  EN  GENEVOIS ; 04  50  49  52  77 ;http://www.restaurantdelaplace-thairy.com
 Dutang  Patricia ; 777  av  Noiret ;74300;CLUSES; 04  50  89  19  96 ;None
 Le  Chapeau ; L'  Avencher  rte  Nationale  205 ;74400; CHAMONIX  MONT  BLANC ; 06  10  77  59  01 ;None
 Hôtel  De  Genève ; 34  r  République,  Faverges ;74210; FAVERGES  SEYTHENEX ; 04  50  32  46  90 ;http://www.inter-hotel.com
 Auberge  de  Vernant ; Combe  De  Vernant  rte  Flaine ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  84  80 ;None
 Pizzeria  de  la  Via  Ferrata ; imm  Edelweiss ;74360;ABONDANCE; 04  50  73  09  55 ;None
 BRASSERIE  DE  L  EUROPE ; 137  pl  Charles  de  Gaulle ;74300;CLUSES; 04  50  96  35  15 ;http://www.arena-cafe.com
 Hôtel  De  L'abbaye  De  Talloires ; 2  chem  Moines ;74210; TALLOIRES  MONTMIN ; 04  50  60  77  33 ;http://www.abbaye-talloires.com/fr/brasserie
 Restaurant  Le  Hors-Pistes ; Rte  Maison  Neuve  1733  chem  Carbotte ;74310; LES  HOUCHES ; 04  50  53  53  53 ;http://www.le-hors-pistes.com
 Le  Chalet  Du  Pain ; 211  pl  Eglise ;74220; LA  CLUSAZ ; 06  12  45  66  19 ;None
 Izmir  Kebab ; 25  r  Chenex ;74520;VALLEIRY; 04  50  04  24  64 ;None
 Brasserie  des  Arts ; 2  r  Arts ;74200; THONON  LES  BAINS ; 04  50  71  78  07 ;www.facebook.com
 Le  Vingt  SOCIETE  D  AMENAGEMENT  DU  GOLF  DE  BOSSE ; rte  Crevin ;74160;BOSSEY; 04  50  43  95  51 ;www.facebook.com
 Auberge  Du  Jotty ; le  Jotty ;74200; LA  VERNAZ ; 04  50  72  11  49 ;facebook.com
 Bar  Restaurant  La  Duche ; 4597  rte  Col  des  Annes ;74450; LE  GRAND  BORNAND ; 04  50  27  01  37 ;restaurantladuche.wixsite.com
 La  Cuisine  Des  Amis ; 9  r  Pâquier ;74000;ANNECY; 04  50  10  10  80 ;http://www.lacuisinedesamisannecy.fr
 Le  Punjabi ; 5  r  Chablais ;74100;ANNEMASSE; 04  50  79  07  07 ;http://www.lepunjabi.fr
 La  Leiche ; Arrivée  Télécabine  Piste    Chatel  rte  Linga ;74390;CHÂTEL; 04  50  81  68  40 ;None
 Auberge  Camélia ; 406  rte  Villaz ;74570;AVIERNOZ; 04  50  22  44  24 ;www.hotelcamelia.com
 Alpinus  Lodge ; 576  rte  Nants  Nant  Borrand  rte  Nant  Fandraz ;74170; LES  CONTAMINES  MONTJOIE ; 06  18  70  72  59 ;None
 La  Friandine ; 50  r  Tournelles ;74100;ANNEMASSE; 04  50  37  44  45 ;http://www.la-friandine.fr
L'Etape; 604  rte  Moranches ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  04  68 ;http://www.lescontamines.org/etape.html
 LA  GRIGNOTERIE ; Entree  2  imm  Les  Herbelaines  90  pass  Centre ;74230;MANIGOD; 04  50  02  65  32 ;www.facebook.com
 L'ETERLE  A  WORLD  OF  CUISINE ; résid  Eterle  113  av  Mont  D'Arbois ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  93  64  30 ;http://www.eterle.com
PIWI; 56  av  Ravanel  le  Rouge ;74400; CHAMONIX  MONT  BLANC ; 04  50  78  19  15 ;None
CHANGABANG; rte  Avoriaz ;74110;MORZINE; 04  50  38  42  53 ;None
 Restaurant  le  Carnotzet ; 22  rte  St  Saphrin ;74350;ANDILLY; 04  50  44  06  61 ;http://www.alpemploi.com
 Bar  Restaurant  La  Cabane ; imm  Ruches    Avoriaz ;74110;MORZINE; 04  50  74  20  60 ;None
 Leman  Steak  House ; Ens  Point  S  6  av  Pré  Robert  Nord ;74200; ANTHY  SUR  LÉMAN ; 04  50  76  25  77 ;None
 Restaurant  Le  Vieil  Atelier ; 138  all  Thyollire ;74250; VIUZ  EN  SALLAZ ; 04  50  36  15  70 ;None
 Panda  café ; 5  r  Gare ;74100;ANNEMASSE; 06  89  86  79  78 ;None
 Fromagerie  Des  Perrières ; 137  rte  Perrières ;74260; LES  GETS ; 09  67  89  70  04 ;www.fruitiere-lesgets.com
 Auberge  La  Goutte  d'Or ; 366  rte  Novery ;74520; JONZIER  EPAGNY ; 04  50  85  42  98 ;www.facebook.com
 Hôtel  les  Airelles  PLAGNAT  ET  FILS ; Lieu  Dit  La  Crusaz  pl  Office  du  Tourisme ;74110;MORZINE; 04  50  74  71  21 ;http://www.lesairelles.com
 Restaurant  Le  Pirate ; quai  Port  Plaisance ;74140;YVOIRE; 04  50  72  83  61 ;www.restaurant-le-pirate-yvoire.com
Bizes; 64  r  Lyret ;74400; CHAMONIX  MONT  BLANC ; 09  51  92  25  03 ;http://www.bizes.fr
 Restaurant  Petit  Prince ; 25  montée  Novel ;74000; ANNECY  LE  VIEUX ; 04  50  23  35  34 ;http://www.petitprince-restaurant.com
Amaryllis; Halpades  5  r  Marc  Courriard ;74100;ANNEMASSE; 04  50  87  17  27 ;http://www.restaurant-lamaryllis.com
 Grizzly  Pub ; 1  pl  Ambiance ;74300; ARÂCHES  LA  FRASSE ; 04  50  90  02  77 ;http://grizzlypub.com
 Coté  Glacier ; Vers  le  Nant  59  rte  Bossons ;74400; CHAMONIX  MONT  BLANC ; 04  50  53  26  22 ;None
 Restaurant  L'instant ; 49  bd  Costa  de  Beauregard ;74000;SEYNOD; 09  81  87  20  05 ;http://www.restaurant-linstant-seynod.fr
 Le  Relais  De  La  Chevrette ; Chef  Lieu ;74500;BERNEX; 04  50  73  60  27 ;http://www.lachevrette.fr
 Le  Central  LE  CENTRAL  PALACE ; 1  r  Clefs ;74230;THÔNES; 04  50  02  00  04 ;www.facebook.com
 Les  Marmottes ; 5183  les  Lindarets ;74110;MONTRIOND; 04  50  74  09  86 ;None
 La  Luge  a  Teran  Le  Telemark ; 153  rte  Vallon  d'en  Bas ;74340;SAMOËNS; 06  85  80  77  00 ;hiver.samoens.com
 Le  Farto ; Praz  De  Lys  imm  Chalune  B ;74440;TANINGES; 04  50  34  38  63 ;www.facebook.com
 Cool  Cats ; 116  r  Moulins ;74400; CHAMONIX  MONT  BLANC ; 04  50  54  41  20 ;http://www.coolcatsrestaurants.com
 LA  FRINGALE ; 58  rte  St  Gervais ;74170; LES  CONTAMINES  MONTJOIE ; 04  50  47  77  29 ;None
 Le  Carnivore ; 25  bd  Georges  Andrier ;74200; THONON  LES  BAINS ; 04  50  26  43  24 ;http://lecarnivore-thonon.com
 Brasserie  de  l'Abbaye  de  Talloires ; chem  Moines ;74290; TALLOIRES  MONTMIN ; 04  50  60  77  33 ;http://www.abbaye-talloires.com/fr/brasserie-1152
 LE  VAL  JOLY  EHAV ; 21  chem  Bonnant ;74170; SAINT  GERVAIS  LES  BAINS ; 04  50  93  43  31 ;http://www.valjoly.fr
L'AMITIE; 1260  rte  Clermont ;74330;SILLINGY; 04  56  34  62  12 ;None
L'Évidence; 165  av  Marais ;74350; ALLONZIER  LA  CAILLE ; 04  50  46  98  76 ;http://restaurant-evidence.fr
 Auberge  Du  Pont  De  Bonlieu  MULLER  ADL  SARL ; Bonlieu  102  rte  Annecy ;74270;SALLENÔVES; 04  50  77  82  12 ;http://restaurantbonlieu.jimdo.com
 Bistrot  du  Coin ; 28  rte  Chevaline ;74210;DOUSSARD; 04  50  01  03  35 ;www.facebook.com/bistrotducoin74
 Hôtel  Restaurant  Bellevue ; 387  rte  Chez  Chardon ;74130;AYSE; 04  50  97  20  83 ;www.bellevuehotellerie.com
 Café  Bluebird ; 155  pl  Edmond  Desailloud ;74400; CHAMONIX  MONT  BLANC ; 06  47  26  76  43 ;http://bluebirdchamonix.com
 FAIM  GOURMET ; 24  pl  Eglise ;74450; LE  GRAND  BORNAND ; 04  50  10  47  18 ;None
 Une  Autre  Histoire ; 26  r  Royale ;74000;ANNECY; 04  50  63  31  16 ;www.une-autre-histoire.com
 La  Coupole ; 15  bd  Corniche ;74000;ANNECY; 04  50  51  43  84 ;www.lestresoms.com
 Hôtel  Excelsior  Chamonix ; 251  chem  St  Roch ;74400; CHAMONIX  MONT  BLANC ; 04  50  58  30  17 ;http://www.hotelexcelsior-chamonix.com
 Brasserie  des  Intrets ; Festival  Les  Intrets  Avoriaz ;74110;MORZINE; 04  50  74  15  45 ;http://lerefugeavoriaz.fr
 AGA  Burger ; 28  r  Résistance ;74100;ANNEMASSE; 07  69  67  41  91 ;http://agaburger.com
 Le  Refuge  Du  Lac ; 1  pl  Port ;74500; EVIAN  LES  BAINS ; 04  50  70  72  60 ;None
L'Endryre; 4770  rte  Confins ;74220; LA  CLUSAZ ; 09  83  51  29  32 ;www.lendryre.com
Nunabar; La  Bellavista ;74740; SIXT  FER  À  CHEVAL ; 04  50  34  42  67 ;www.haute-savoie-rafting.com
 La  Sardegna ; 104  qu  Alexandre  Curral ;74700;SALLANCHES; 04  50  55  21  90 ;resturant-la-sardegnasallanches.business.site
 TONIO  Et  CO ; 176  r  Bourg ;74110;MORZINE; 04  50  37  59  01 ;http://www.morzine-ladezalp.com
 Fifty  S  Coffee  EURL ; 92  r  Ste  Catherine ;74130;BONNEVILLE; 04  50  03  23  06 ;www.facebook.com
 Le  Refuge  Du  Calvaire ; 592  montée  Calvaire ;74120;MEGÈVE; 04  50  47  54  39 ;None
 Action  Sports ; 543  av  Joux  Plane ;74110;MORZINE; 04  50  74  79  56 ;http://www.skimium.fr/magasin-location-ski/morzine-village/action-sports
 Au  Comptoir  Alpin ; 43  av  Mont  D'Arbois ;74170; SAINT  GERVAIS  LES  BAINS ; 04  57  44  41  35 ;http://www.au-comptoir-alpin-st-gervais.fr/
 Nono  pizzas ; 586  rte  Albertville ;74410; SAINT  JORIOZ ; 07  61  84  76  89 ;None
 Annema  Squash ; 1193  rte  Fontaines ;74380; CRANVES  SALES ; 04  50  38  08  08 ;None
 La  Tour  De  Pizz ; 145  chem  des  Mines ;74330;LOVAGNY; 06  22  86  35  61 ;http://www.latourdepizz74.fr
 Hôtel  Restaurant  Les  Sapins ; 57  rte  Burgaz ;74350;CUVAT; 04  50  46  80  20 ;None
 La  Romana ; 581  rte  Pont  de  Brogny ;74370;PRINGY; 04  50  27  35  46 ;www.facebook.com
 Restaurant  Le  Flocon ; 232  rte  Vonnes ;74390;CHÂTEL; 04  50  17  37  92 ;None
 8  M  des  Monts ; imm  Le  Clevieu  pl  Eglise  82  pl  Gros  Tilleul ;74340;SAMOËNS; 04  50  21  30  01 ;m.facebook.com
